# x,F2,stat.,syst.,
0.7885,0.02372,0.001017,0.003339,
0.7975,0.01858,0.0008865,0.002926,
0.8065,0.01288,0.0006556,0.002252,
0.8155,0.009423,0.0005209,0.0003185,
0.8245,0.004789,0.000258,0.0001661,
1.425,0.2485,0.3312,0.002185,0.01956
0.2575,0.3332,0.002307,0.01818,
0.2665,0.3261,0.002326,0.01673,
0.2755,0.3328,0.002491,0.01603,
0.2845,0.3231,0.00259,0.01479,
0.2935,0.3266,0.002734,0.01424,
0.3025,0.3208,0.002821,0.01345,
0.3115,0.3161,0.00289,0.01294,
0.3205,0.3131,0.002985,0.01224,
0.3295,0.3085,0.003106,0.01089,
0.3385,0.3202,0.003506,0.01065,
0.3475,0.3131,0.003929,0.01331,
0.3565,0.3115,0.004424,0.009473,
0.3655,0.2751,0.002981,0.008567,
0.3745,0.2713,0.003012,0.008386,
0.3835,0.2686,0.003086,0.009305,
0.3925,0.2798,0.003298,0.01352,
0.4015,0.3008,0.003638,0.01444,
0.4105,0.3123,0.003961,0.01006,
0.4195,0.2839,0.002903,0.01761,
0.4285,0.248,0.002306,0.01561,
0.4375,0.2224,0.002155,0.01304,
0.4465,0.1938,0.001845,0.01188,
0.4555,0.1867,0.001763,0.0114,
0.4645,0.1882,0.001791,0.01173,
0.4735,0.1928,0.001879,0.01229,
0.4825,0.1995,0.001773,0.01517,
0.4915,0.2277,0.002225,0.01749,
0.5005,0.2384,0.002153,0.01684,
0.5095,0.225,0.002123,0.01458,
0.5185,0.2015,0.002249,0.01457,
0.5275,0.1734,0.002106,0.01181,
0.5365,0.1462,0.001944,0.008838,
0.5455,0.1383,0.001948,0.007454,
0.5545,0.1278,0.001925,0.006365,
0.5635,0.1222,0.001926,0.005862,
0.5725,0.1155,0.001864,0.00535,
0.5815,0.1163,0.001951,0.005307,
0.5905,0.1139,0.001927,0.005136,
0.5995,0.1099,0.001891,0.004994,
0.6085,0.1088,0.001956,0.004952,
0.6175,0.107,0.001745,0.005698,
0.6265,0.1094,0.002011,0.006784,
0.6355,0.1106,0.002041,0.007554,
0.6445,0.1138,0.002236,0.007399,
0.6535,0.1233,0.002413,0.008544,
0.6625,0.1251,0.002613,0.008605,
0.6715,0.1328,0.002798,0.008897,
0.6805,0.1404,0.001686,0.009036,
0.6895,0.1446,0.001748,0.009036,
0.6985,0.1465,0.001792,0.008622,
0.7075,0.1394,0.00174,0.00812,
0.7165,0.1285,0.003088,0.01062,
0.7255,0.1025,0.001426,0.008693,
0.7345,0.08212,0.002364,0.009075,
0.7435,0.06712,0.002109,0.006765,
0.7525,0.05876,0.001985,0.007102,
0.7615,0.04692,0.00173,0.006014,
0.7705,0.03823,0.001508,0.004272,
0.7795,0.03175,0.001283,0.003538,
0.7885,0.02257,0.0006213,0.002241,
0.7975,0.01841,0.0009775,0.00277,
0.8065,0.01569,0.0007002,0.002581,
0.8155,0.01067,0.0003468,0.001645,
0.8245,0.007043,0.0003533,0.0002439,
0.8335,0.00288,0.0001354,0.0001061,
1.475,0.2305,0.351,0.003794,0.02351
0.2395,0.3457,0.002557,0.02292,
0.2485,0.3413,0.002149,0.02246,
0.2575,0.3333,0.002256,0.01998,
0.2665,0.3265,0.002391,0.01805,
0.2755,0.321,0.002422,0.01685,
0.2845,0.321,0.002502,0.01581,
0.2935,0.32,0.002636,0.01504,
0.3025,0.3137,0.002724,0.01411,
0.3115,0.3177,0.002856,0.01373,
0.3205,0.3096,0.002902,0.01319,
0.3295,0.3093,0.003028,0.01221,
0.3385,0.3052,0.003098,0.01147,
0.3475,0.2999,0.003151,0.01029,
0.3565,0.2864,0.00317,0.01136,
0.3655,0.2756,0.00325,0.008591,
0.3745,0.2735,0.00341,0.008305,
0.3835,0.2614,0.003525,0.007699,
0.3925,0.2576,0.003644,0.00909,
0.4015,0.2862,0.004093,0.01431,
0.4105,0.3121,0.004574,0.01469,
0.4195,0.33,0.00507,0.01001,
0.4285,0.2997,0.004973,0.008966,
0.4375,0.2488,0.003633,0.01804,
0.4465,0.2133,0.002196,0.01318,
0.4555,0.1912,0.001986,0.01091,
0.4645,0.1783,0.002548,0.01245,
0.4735,0.1782,0.001748,0.01221,
0.4825,0.1807,0.001736,0.01226,
0.4915,0.197,0.001872,0.01445,
0.5005,0.2207,0.002078,0.01739,
0.5095,0.233,0.002228,0.01516,
0.5185,0.2313,0.002281,0.01389,
0.5275,0.1934,0.002051,0.01441,
0.5365,0.1631,0.001932,0.01132,
0.5455,0.1473,0.001881,0.009134,
0.5545,0.1348,0.001834,0.007483,
0.5635,0.126,0.001824,0.006612,
0.5725,0.1191,0.001844,0.005942,
0.5815,0.114,0.001817,0.005369,
0.5905,0.111,0.001793,0.005394,
0.5995,0.1072,0.001824,0.005019,
0.6085,0.1054,0.001614,0.005813,
0.6175,0.1064,0.001887,0.005048,
0.6265,0.1024,0.00164,0.005728,
0.6355,0.1007,0.001575,0.006683,
0.6445,0.1074,0.001931,0.007175,
0.6535,0.11,0.001769,0.007512,
0.6625,0.1189,0.002121,0.008914,
0.6715,0.1205,0.002213,0.008976,
0.6805,0.1334,0.002357,0.009045,
0.6895,0.1389,0.00224,0.009017,
0.6985,0.1464,0.002329,0.008679,
0.7075,0.1471,0.002451,0.00771,
0.7165,0.1427,0.002715,0.01017,
0.7255,0.1211,0.002219,0.0109,
0.7345,0.09783,0.002192,0.01188,
0.7435,0.0825,0.00197,0.01033,
0.7525,0.06064,0.001686,0.007046,
0.7615,0.04687,0.001461,0.005805,
0.7705,0.03326,0.001225,0.00352,
0.7795,0.03137,0.001302,0.003486,
0.7885,0.02509,0.0009675,0.002609,
0.7975,0.02074,0.001026,0.002965,
0.8065,0.01412,0.0006546,0.002069,
0.8155,0.01257,0.0005668,0.00219,
0.8245,0.008727,0.0004345,0.0003138,
0.8335,0.005125,0.0002433,0.0001848,
1.525,0.2485,0.3377,0.002469,0.0223
0.2575,0.3298,0.002082,0.02186,
0.2665,0.3283,0.002325,0.01998,
0.2755,0.3232,0.002432,0.0183,
0.2845,0.3185,0.00257,0.01693,
0.2935,0.3174,0.002631,0.01602,
0.3025,0.3116,0.002645,0.01494,
0.3115,0.3155,0.002778,0.01456,
0.3205,0.3147,0.002889,0.01415,
0.3295,0.3093,0.002986,0.01378,
0.3385,0.3037,0.002993,0.01185,
0.3475,0.2983,0.003105,0.01176,
0.3565,0.3026,0.003243,0.01075,
0.3655,0.286,0.003245,0.01041,
0.3745,0.2721,0.003232,0.008801,
0.3835,0.2644,0.003282,0.008329,
0.3925,0.25,0.003274,0.007621,
0.4015,0.2588,0.003464,0.009581,
0.4105,0.2738,0.003837,0.0144,
0.4195,0.2986,0.004264,0.01382,
0.4285,0.298,0.004405,0.008851,
0.4375,0.2834,0.004378,0.009142,
0.4465,0.2601,0.004367,0.01029,
0.4555,0.2317,0.006863,0.01535,
0.4645,0.2008,0.00287,0.01078,
0.4735,0.1835,0.002658,0.009783,
0.4825,0.1782,0.002654,0.01037,
0.4915,0.1802,0.002058,0.01316,
0.5005,0.1956,0.001916,0.01515,
0.5095,0.2155,0.002054,0.01743,
0.5185,0.2292,0.002202,0.01528,
0.5275,0.2173,0.002165,0.01409,
0.5365,0.1834,0.001943,0.01398,
0.5455,0.1496,0.001729,0.01059,
0.5545,0.134,0.001664,0.008587,
0.5635,0.1237,0.001608,0.007067,
0.5725,0.1228,0.002492,0.005941,
0.5815,0.1183,0.002419,0.00539,
0.5905,0.1121,0.002403,0.004941,
0.5995,0.1057,0.002338,0.004929,
0.6085,0.104,0.002347,0.004617,
0.6175,0.1087,0.00254,0.004779,
0.6265,0.1087,0.002617,0.004807,
0.6355,0.11,0.002793,0.005721,
0.6445,0.1055,0.002883,0.00696,
0.6535,0.1095,0.001936,0.007458,
0.6625,0.109,0.001743,0.007732,
0.6715,0.1095,0.00176,0.008322,
0.6805,0.1184,0.001896,0.008502,
0.6895,0.1284,0.002035,0.008906,
0.6985,0.137,0.002174,0.009048,
0.7075,0.1416,0.002224,0.00829,
0.7165,0.1338,0.002203,0.007639,
0.7255,0.1224,0.002151,0.009083,
0.7345,0.1087,0.002012,0.01054,
0.7435,0.08982,0.001838,0.01059,
0.7525,0.06866,0.001694,0.008306,
0.7615,0.05555,0.0015,0.006407,
0.7705,0.04566,0.002024,0.006313,
0.7795,0.03379,0.001145,0.003809,
0.7885,0.02631,0.001575,0.003118,
0.7975,0.02106,0.0008602,0.002587,
0.8065,0.01512,0.0007133,0.002276,
0.8155,0.01221,0.0007032,0.002271,
0.8245,0.009313,0.0004983,0.002173,
0.8335,0.006232,0.0003397,0.0001478,
0.8425,0.001777,0.0001214,0.0000423,
1.575,0.2665,0.3259,0.002019,0.02184
0.2755,0.321,0.002339,0.01981,
0.2845,0.3188,0.002491,0.01838,
0.2935,0.3143,0.002614,0.01705,
0.3025,0.3145,0.002765,0.01622,
0.3115,0.3068,0.002768,0.01516,
0.3205,0.3069,0.002799,0.01453,
0.3295,0.3048,0.002881,0.01408,
0.3385,0.302,0.003004,0.01421,
0.3475,0.299,0.003073,0.01203,
0.3565,0.2882,0.003101,0.01185,
0.3655,0.2865,0.00317,0.01038,
0.3745,0.2748,0.003209,0.009575,
0.3835,0.2689,0.003222,0.009094,
0.3925,0.2631,0.003296,0.008637,
0.4015,0.2495,0.003295,0.008023,
0.4105,0.2613,0.003441,0.0103,
0.4195,0.2762,0.003694,0.01542,
0.4285,0.2977,0.004041,0.01341,
0.4375,0.2986,0.00434,0.00866,
0.4465,0.2671,0.004145,0.009256,
0.4555,0.2397,0.003951,0.009734,
0.4645,0.2147,0.003867,0.007154,
0.4735,0.1984,0.003769,0.005463,
0.4825,0.1878,0.003219,0.01137,
0.4915,0.1819,0.002623,0.01144,
0.5005,0.1821,0.002586,0.01159,
0.5095,0.2004,0.002885,0.0145,
0.5185,0.2113,0.002199,0.01779,
0.5275,0.2305,0.002971,0.01348,
0.5365,0.2104,0.002118,0.01457,
0.5455,0.1766,0.001889,0.01393,
0.5545,0.1506,0.002457,0.01049,
0.5635,0.1292,0.001667,0.008407,
0.5725,0.1206,0.00228,0.006539,
0.5815,0.1122,0.00155,0.006258,
0.5905,0.1078,0.001544,0.005733,
0.5995,0.1014,0.001514,0.005465,
0.6085,0.1,0.001536,0.005112,
0.6175,0.1003,0.002213,0.004527,
0.6265,0.09845,0.001532,0.00533,
0.6355,0.09785,0.001598,0.005169,
0.6445,0.1025,0.001673,0.005868,
0.6535,0.1013,0.001685,0.006821,
0.6625,0.1046,0.001735,0.007155,
0.6715,0.1049,0.00174,0.007441,
0.6805,0.1112,0.002504,0.008084,
0.6895,0.1184,0.002017,0.008432,
0.6985,0.1322,0.002222,0.009227,
0.7075,0.1331,0.002147,0.009002,
0.7165,0.1413,0.002466,0.007534,
0.7255,0.1314,0.002213,0.00831,
0.7345,0.1164,0.00211,0.009514,
0.7435,0.0975,0.002045,0.01109,
0.7525,0.07627,0.00272,0.01019,
0.7615,0.05966,0.001527,0.006848,
0.7705,0.0489,0.002361,0.006225,
0.7795,0.03559,0.001108,0.00455,
0.7885,0.03115,0.001032,0.003392,
0.7975,0.02572,0.00093,0.002886,
0.8065,0.01911,0.0007943,0.002746,
0.8155,0.0149,0.0006293,0.002357,
0.8245,0.01097,0.0004833,0.002014,
0.8335,0.007307,0.0003601,0.0005163,
0.8425,0.00368,0.000194,0.0001217,
1.625,0.2755,0.3238,0.001981,0.02187
0.2845,0.3175,0.002263,0.01988,
0.2935,0.3149,0.002533,0.0184,
0.3025,0.3094,0.002639,0.01715,
0.3115,0.3099,0.002793,0.01633,
0.3205,0.3007,0.00287,0.0152,
0.3295,0.3055,0.002914,0.01496,
0.3385,0.2984,0.002934,0.0143,
0.3475,0.292,0.002961,0.0141,
0.3565,0.2926,0.003077,0.0121,
0.3655,0.2932,0.00319,0.01158,
0.3745,0.2817,0.003259,0.01062,
0.3835,0.2591,0.003153,0.009282,
0.3925,0.2601,0.003209,0.008963,
0.4015,0.2458,0.003179,0.008322,
0.4105,0.2491,0.003266,0.008708,
0.4195,0.2567,0.00345,0.01087,
0.4285,0.2772,0.003764,0.0156,
0.4375,0.2906,0.003978,0.01265,
0.4465,0.2801,0.003992,0.008322,
0.4555,0.2631,0.003914,0.009796,
0.4645,0.2291,0.003736,0.009493,
0.4735,0.1987,0.003586,0.006672,
0.4825,0.1913,0.003696,0.005393,
0.4915,0.1841,0.00374,0.004973,
0.5005,0.1797,0.003701,0.006783,
0.5095,0.1852,0.002875,0.01283,
0.5185,0.1951,0.00274,0.01501,
0.5275,0.2142,0.002918,0.01673,
0.5365,0.2171,0.003029,0.01149,
0.5455,0.199,0.00265,0.01405,
0.5545,0.1662,0.00234,0.0131,
0.5635,0.1423,0.002197,0.01001,
0.5725,0.1244,0.002055,0.007736,
0.5815,0.1192,0.002094,0.006617,
0.5905,0.1073,0.002249,0.006178,
0.5995,0.1091,0.002107,0.005294,
0.6085,0.103,0.002068,0.00503,
0.6175,0.09547,0.001524,0.005088,
0.6265,0.09878,0.002179,0.004688,
0.6355,0.09336,0.0021,0.004568,
0.6445,0.09333,0.001535,0.005065,
0.6535,0.09338,0.00155,0.0057,
0.6625,0.09397,0.001548,0.006511,
0.6715,0.0946,0.001596,0.006656,
0.6805,0.0994,0.001679,0.007217,
0.6895,0.1081,0.001796,0.008099,
0.6985,0.1143,0.001859,0.008145,
0.7075,0.1214,0.002006,0.008508,
0.7165,0.1354,0.002172,0.008389,
0.7255,0.1267,0.002277,0.007709,
0.7345,0.1211,0.00214,0.008386,
0.7435,0.1061,0.002002,0.01039,
0.7525,0.08786,0.001788,0.01101,
0.7615,0.06794,0.001547,0.008435,
0.7705,0.05372,0.001904,0.00663,
0.7795,0.03972,0.001472,0.005223,
0.7885,0.03326,0.001016,0.003882,
0.7975,0.02622,0.001244,0.003088,
0.8065,0.02083,0.00104,0.002667,
0.8155,0.01716,0.000703,0.002665,
0.8245,0.01304,0.0005807,0.002273,
0.8335,0.01046,0.0004651,0.002275,
0.8425,0.005588,0.0002833,0.0001933,
0.8515,0.002011,0.00009284,0.00006766,
1.675,0.2845,0.3192,0.001992,0.02179
0.2935,0.3099,0.002174,0.01969,
0.3025,0.3063,0.002444,0.01828,
0.3115,0.3107,0.002713,0.01757,
0.3205,0.3019,0.002807,0.01626,
0.3295,0.3032,0.002973,0.01565,
0.3385,0.2949,0.003044,0.01483,
0.3475,0.2884,0.003087,0.01433,
0.3565,0.2921,0.003106,0.01394,
0.3655,0.2817,0.003084,0.01192,
0.3745,0.2785,0.003157,0.01124,
0.3835,0.2803,0.003259,0.01275,
0.3925,0.2673,0.003289,0.009956,
0.4015,0.2554,0.00331,0.009198,
0.4105,0.2403,0.003229,0.008439,
0.4195,0.2385,0.003285,0.008748,
0.4285,0.2448,0.003349,0.01113,
0.4375,0.2668,0.003641,0.0142,
0.4465,0.2743,0.003828,0.01135,
0.4555,0.2771,0.00397,0.008624,
0.4645,0.246,0.003818,0.009767,
0.4735,0.2217,0.003639,0.009337,
0.4825,0.195,0.003488,0.006565,
0.4915,0.1846,0.003427,0.00536,
0.5005,0.1665,0.003268,0.004832,
0.5095,0.1792,0.003607,0.006979,
0.5185,0.1816,0.003805,0.008755,
0.5275,0.2116,0.00427,0.01349,
0.5365,0.2126,0.003195,0.01689,
0.5455,0.2222,0.003273,0.01159,
0.5545,0.1887,0.00285,0.01399,
0.5635,0.1562,0.002579,0.01241,
0.5725,0.131,0.002081,0.01034,
0.5815,0.1192,0.001945,0.008319,
0.5905,0.1145,0.001954,0.006618,
0.5995,0.1015,0.001796,0.005581,
0.6085,0.09954,0.001868,0.005255,
0.6175,0.09766,0.001889,0.004913,
0.6265,0.09812,0.001993,0.004613,
0.6355,0.09347,0.00195,0.004607,
0.6445,0.09601,0.002036,0.004798,
0.6535,0.09214,0.001971,0.004633,
0.6625,0.09797,0.002146,0.005946,
0.6715,0.08892,0.002149,0.006184,
0.6805,0.09482,0.00165,0.006677,
0.6895,0.09929,0.002225,0.007225,
0.6985,0.1075,0.0018,0.007927,
0.7075,0.1111,0.002518,0.007815,
0.7165,0.1254,0.002088,0.008771,
0.7255,0.1197,0.001933,0.007999,
0.7345,0.127,0.002159,0.007433,
0.7435,0.1104,0.002011,0.008962,
0.7525,0.09248,0.001802,0.01006,
0.7615,0.07306,0.001539,0.009551,
0.7705,0.05786,0.001356,0.006781,
0.7795,0.0483,0.001947,0.006212,
0.7885,0.03446,0.00103,0.004611,
0.7975,0.0281,0.0008948,0.002987,
0.8065,0.0238,0.001211,0.002902,
0.8155,0.01825,0.0007195,0.002591,
0.8245,0.0148,0.0008198,0.002549,
0.8335,0.01076,0.0004473,0.002026,
0.8425,0.007522,0.0003377,0.0002956,
0.8515,0.003701,0.0001726,0.0001458,
1.725,0.2935,0.3162,0.002051,0.02177
0.3025,0.3069,0.002163,0.01976,
0.3115,0.3067,0.002376,0.0186,
0.3205,0.3008,0.002622,0.01733,
0.3295,0.2929,0.00279,0.01612,
0.3385,0.2879,0.002874,0.01529,
0.3475,0.2942,0.00307,0.01515,
0.3565,0.2852,0.003152,0.01462,
0.3655,0.2873,0.00328,0.01344,
0.3745,0.2831,0.003293,0.01251,
0.3835,0.2693,0.003157,0.01121,
0.3925,0.263,0.003178,0.01169,
0.4015,0.2511,0.003171,0.009587,
0.4105,0.2504,0.003244,0.009346,
0.4195,0.2398,0.003277,0.008831,
0.4285,0.232,0.003317,0.009114,
0.4375,0.241,0.003473,0.0119,
0.4465,0.2566,0.00371,0.01317,
0.4555,0.2669,0.003854,0.01028,
0.4645,0.2547,0.003777,0.008479,
0.4735,0.2327,0.003644,0.009801,
0.4825,0.2036,0.003441,0.008441,
0.4915,0.1865,0.00333,0.0063,
0.5005,0.1765,0.003316,0.005244,
0.5095,0.1683,0.003314,0.005528,
0.5185,0.1767,0.003472,0.007209,
0.5275,0.1868,0.003669,0.009587,
0.5365,0.2129,0.004132,0.01402,
0.5455,0.2229,0.004505,0.01253,
0.5545,0.2137,0.004576,0.01255,
0.5635,0.1786,0.002945,0.01436,
0.5725,0.1503,0.002584,0.0122,
0.5815,0.1283,0.002373,0.009339,
0.5905,0.1116,0.002152,0.007408,
0.5995,0.1078,0.002042,0.006917,
0.6085,0.0973,0.001803,0.006353,
0.6175,0.09498,0.001818,0.005505,
0.6265,0.09146,0.001817,0.004795,
0.6355,0.08873,0.001811,0.004695,
0.6445,0.0869,0.001787,0.004542,
0.6535,0.08502,0.001773,0.004494,
0.6625,0.08331,0.001702,0.004565,
0.6715,0.09243,0.001951,0.005835,
0.6805,0.09211,0.001932,0.006316,
0.6895,0.09608,0.002161,0.006852,
0.6985,0.09797,0.00213,0.00727,
0.7075,0.1071,0.002292,0.007632,
0.7165,0.1156,0.002539,0.00818,
0.7255,0.119,0.002582,0.007763,
0.7345,0.1134,0.00277,0.00679,
0.7435,0.1187,0.00282,0.007516,
0.7525,0.1008,0.002558,0.009668,
0.7615,0.08281,0.002221,0.01053,
0.7705,0.06056,0.00181,0.008472,
0.7795,0.0502,0.00165,0.006141,
0.7885,0.03897,0.001415,0.005277,
0.7975,0.03229,0.001334,0.004171,
0.8065,0.02493,0.001192,0.002892,
0.8155,0.02125,0.001104,0.002908,
0.8245,0.01559,0.0009903,0.002603,
0.8335,0.01206,0.00054,0.002295,
0.8425,0.008162,0.0005772,0.002042,
0.8515,0.004176,0.0002187,0.0001364,
1.775,0.3025,0.309,0.002076,0.02154
0.3115,0.3002,0.002163,0.01965,
0.3205,0.2991,0.00232,0.01843,
0.3295,0.2916,0.002501,0.01715,
0.3385,0.2875,0.002723,0.0161,
0.3475,0.2833,0.002905,0.01544,
0.3565,0.2757,0.002972,0.01466,
0.3655,0.2706,0.003071,0.01451,
0.3745,0.2757,0.003203,0.01302,
0.3835,0.2796,0.003427,0.01295,
0.3925,0.2734,0.003451,0.0116,
0.4015,0.2603,0.003391,0.01059,
0.4105,0.2507,0.003269,0.009829,
0.4195,0.2367,0.003204,0.008999,
0.4285,0.2374,0.003293,0.008811,
0.4375,0.2335,0.003347,0.009715,
0.4465,0.2539,0.003585,0.01379,
0.4555,0.2622,0.003863,0.01336,
0.4645,0.2704,0.004064,0.009906,
0.4735,0.2501,0.003895,0.009242,
0.4825,0.2154,0.003633,0.009722,
0.4915,0.1884,0.003361,0.007566,
0.5005,0.1713,0.003211,0.005799,
0.5095,0.1631,0.003184,0.004931,
0.5185,0.1658,0.003229,0.006206,
0.5275,0.1654,0.003346,0.007116,
0.5365,0.1845,0.003604,0.01016,
0.5455,0.2041,0.004011,0.01368,
0.5545,0.2223,0.004389,0.01086,
0.5635,0.2207,0.004464,0.008553,
0.5725,0.1803,0.003958,0.01332,
0.5815,0.1412,0.003337,0.0121,
0.5905,0.121,0.002315,0.008765,
0.5995,0.1147,0.002247,0.008021,
0.6085,0.1016,0.00206,0.006098,
0.6175,0.1014,0.002158,0.005981,
0.6265,0.09352,0.001979,0.006897,
0.6355,0.09076,0.001851,0.006386,
0.6445,0.08685,0.001801,0.004916,
0.6535,0.0876,0.001845,0.005087,
0.6625,0.09122,0.001935,0.004871,
0.6715,0.08235,0.00182,0.004784,
0.6805,0.08615,0.001884,0.005861,
0.6895,0.08411,0.001831,0.005811,
0.6985,0.09094,0.002036,0.006442,
0.7075,0.09407,0.002078,0.006943,
0.7165,0.1008,0.002188,0.007266,
0.7255,0.1109,0.002457,0.007964,
0.7345,0.1151,0.002527,0.007202,
0.7435,0.117,0.002674,0.006197,
0.7525,0.1069,0.002547,0.008223,
0.7615,0.09213,0.00239,0.01032,
0.7705,0.06909,0.001893,0.00975,
0.7795,0.05481,0.001632,0.007259,
0.7885,0.04284,0.00134,0.00518,
0.7975,0.03373,0.001329,0.004829,
0.8065,0.02774,0.001184,0.003304,
0.8155,0.02211,0.001005,0.002719,
0.8245,0.01797,0.0009324,0.002795,
0.8335,0.01248,0.0007051,0.002216,
0.8425,0.01002,0.0005992,0.002205,
0.8515,0.006169,0.0003502,0.0002023,
0.8605,0.002238,0.0001112,0.0000722,
1.825,0.3115,0.3013,0.002099,0.02121
0.3205,0.2936,0.002206,0.01946,
0.3295,0.284,0.002239,0.01785,
0.3385,0.2819,0.002411,0.01689,
0.3475,0.2855,0.002642,0.01642,
0.3565,0.2771,0.002809,0.01539,
0.3655,0.2791,0.003043,0.01526,
0.3745,0.2734,0.003123,0.01498,
0.3835,0.2633,0.003152,0.01277,
0.3925,0.2667,0.003381,0.01219,
0.4015,0.265,0.003444,0.01148,
0.4105,0.2581,0.0035,0.01084,
0.4195,0.2436,0.003484,0.00993,
0.4285,0.2275,0.003333,0.00899,
0.4375,0.2241,0.003282,0.008832,
0.4465,0.23,0.003301,0.01024,
0.4555,0.2435,0.003543,0.01429,
0.4645,0.2541,0.003783,0.01242,
0.4735,0.2647,0.003992,0.009487,
0.4825,0.2481,0.003912,0.01007,
0.4915,0.2143,0.003706,0.01022,
0.5005,0.1869,0.003466,0.007353,
0.5095,0.1605,0.00329,0.005413,
0.5185,0.1576,0.00321,0.004937,
0.5275,0.1562,0.003238,0.006265,
0.5365,0.1744,0.003455,0.007908,
0.5455,0.1793,0.003657,0.01058,
0.5545,0.1969,0.003901,0.01313,
0.5635,0.2038,0.004165,0.008038,
0.5725,0.1911,0.004021,0.01006,
0.5815,0.1619,0.003686,0.01225,
0.5905,0.1417,0.003506,0.00899,
0.5995,0.1202,0.003204,0.005806,
0.6085,0.109,0.003039,0.007862,
0.6175,0.1023,0.002193,0.006504,
0.6265,0.0976,0.002041,0.006499,
0.6355,0.08926,0.001964,0.005834,
0.6445,0.08662,0.002,0.005553,
0.6535,0.08473,0.001967,0.005202,
0.6625,0.07949,0.00169,0.006208,
0.6715,0.08322,0.001789,0.006106,
0.6805,0.08336,0.001799,0.006002,
0.6895,0.08248,0.001827,0.006108,
0.6985,0.08281,0.001877,0.005813,
0.7075,0.09125,0.002067,0.006619,
0.7165,0.08951,0.001992,0.006549,
0.7255,0.1037,0.002259,0.007543,
0.7345,0.1068,0.001833,0.007847,
0.7435,0.109,0.001908,0.006913,
0.7525,0.1067,0.002458,0.006583,
0.7615,0.08869,0.002194,0.008204,
0.7705,0.07412,0.002009,0.009343,
0.7795,0.06102,0.001718,0.008613,
0.7885,0.04705,0.001544,0.005775,
0.7975,0.03534,0.001337,0.004736,
0.8065,0.02652,0.001095,0.003388,
0.8155,0.02363,0.001135,0.002847,
0.8245,0.01705,0.0008155,0.002353,
0.8335,0.01242,0.0007381,0.002144,
0.8425,0.01081,0.0004732,0.002038,
0.8515,0.006697,0.0004024,0.0007948,
0.8605,0.003801,0.0002261,0.0001392,
1.875,0.3025,0.3101,0.002604,0.02325
0.3115,0.3081,0.002019,0.02369,
0.3205,0.2994,0.002133,0.02159,
0.3295,0.2913,0.002248,0.01959,
0.3385,0.2873,0.002334,0.01837,
0.3475,0.2763,0.00238,0.01688,
0.3565,0.277,0.002564,0.01626,
0.3655,0.2729,0.00274,0.01549,
0.3745,0.2756,0.002929,0.01545,
0.3835,0.2604,0.003063,0.01394,
0.3925,0.2591,0.003192,0.01292,
0.4015,0.2569,0.003248,0.01188,
0.4105,0.2506,0.003326,0.01206,
0.4195,0.2382,0.003306,0.01024,
0.4285,0.2333,0.003391,0.009746,
0.4375,0.2371,0.003536,0.009794,
0.4465,0.219,0.003498,0.009139,
0.4555,0.2252,0.003531,0.0109,
0.4645,0.24,0.003734,0.01386,
0.4735,0.2521,0.00385,0.01156,
0.4825,0.2554,0.003938,0.00917,
0.4915,0.2294,0.003715,0.01004,
0.5005,0.2067,0.003555,0.009895,
0.5095,0.186,0.003422,0.007322,
0.5185,0.1666,0.003344,0.005723,
0.5275,0.163,0.003421,0.005423,
0.5365,0.1582,0.003409,0.006702,
0.5455,0.1626,0.003531,0.007885,
0.5545,0.1741,0.003678,0.01098,
0.5635,0.1931,0.004064,0.01237,
0.5725,0.1963,0.004097,0.006283,
0.5815,0.1787,0.003967,0.01161,
0.5905,0.1497,0.003529,0.01111,
0.5995,0.125,0.003225,0.007399,
0.6085,0.1114,0.003037,0.005079,
0.6175,0.09714,0.002966,0.003587,
0.6265,0.09592,0.002943,0.003077,
0.6355,0.1034,0.003318,0.008153,
0.6445,0.08778,0.002124,0.00657,
0.6535,0.08217,0.001903,0.005444,
0.6625,0.08189,0.001872,0.005575,
0.6715,0.08377,0.001938,0.00571,
0.6805,0.07989,0.001951,0.005369,
0.6895,0.07788,0.001752,0.007137,
0.6985,0.08091,0.001746,0.007271,
0.7075,0.08239,0.001773,0.007653,
0.7165,0.09035,0.00159,0.007717,
0.7255,0.08983,0.001618,0.007063,
0.7345,0.09599,0.001712,0.007398,
0.7435,0.1023,0.001849,0.007282,
0.7525,0.1035,0.002413,0.006018,
0.7615,0.0933,0.001808,0.00722,
0.7705,0.08246,0.002215,0.009082,
0.7795,0.0626,0.001719,0.008655,
0.7885,0.05006,0.001594,0.006641,
0.7975,0.0401,0.001406,0.005051,
0.8065,0.03037,0.001222,0.004291,
0.8155,0.02485,0.001052,0.002944,
0.8245,0.02123,0.001011,0.002695,
0.8335,0.01444,0.0007675,0.002339,
0.8425,0.01157,0.0006485,0.002167,
0.8515,0.007396,0.0004394,0.00166,
0.8605,0.004624,0.0002339,0.0001853,
1.925,0.3115,0.3005,0.002645,0.02256
0.3205,0.2995,0.002055,0.02313,
0.3295,0.2959,0.002161,0.02142,
0.3385,0.2862,0.00226,0.01953,
0.3475,0.2766,0.00234,0.01793,
0.3565,0.2693,0.002378,0.01674,
0.3655,0.264,0.002471,0.01585,
0.3745,0.2648,0.002639,0.01551,
0.3835,0.2608,0.002787,0.01519,
0.3925,0.2547,0.002914,0.01366,
0.4015,0.2568,0.003127,0.01318,
0.4105,0.2506,0.003252,0.01233,
